cluster,bio3,bio15,bio1,bio2,bio7,bio12,gsl,bio4,bio8,bio5,bio10,bio11,bio19,bio9,bio13,bio16,bio18,bio14,bio17,bio6,lat,lon,td_mean,td_std,agbd,mean_abd,std_abd,score,bw,fold_1000km
20,0.539,58.6,20.250000000000057,7.800000000000002,14.5,2029.4,365.0,255.8,23.150000000000034,27.150000000000034,23.250000000000057,16.750000000000057,230.8,17.150000000000034,344.70000000000005,930.0,928.2,62.5,229.9,12.650000000000036,-22.43999998588925,46.99,30584.532637169377,3.637978807091713e-12,66.04303724692056,6602900.952094092,38518.64870706116,-12.312758630078669,0.2163459074785931,6
21,0.549,66.3,16.850000000000023,8.200000000000001,14.9,2193.1,365.0,252.9,19.650000000000034,23.750000000000057,19.650000000000034,13.250000000000055,201.7,13.750000000000055,405.5,1076.6000000000001,1066.7,61.8,198.7,8.850000000000023,-20.4499999858024,47.6,58942.01057711685,1.4551915228366852e-11,95.32035244555657,9529723.328206355,39636.66205781816,-12.481653519567976,0.22775293938977054,6
22,0.6150000000000001,99.5,16.650000000000034,10.8,17.6,1240.3000000000002,318.0,251.90000000000003,19.350000000000023,24.450000000000045,19.350000000000023,12.950000000000045,19.3,12.950000000000045,323.20000000000005,761.8000000000001,761.8000000000001,5.6000000000000005,19.3,6.850000000000023,-20.249999985808284,46.99999999999999,13882.977712988997,1.8189894035458565e-12,51.101547620720794,5111112.753244741,54074.71755846212,-64.65122259731945,0.24070721044080562,6
23,0.18700000000000006,72.4,-3.249999999999943,7.5,40.1,667.9000000000001,124.0,1244.9,13.050000000000011,18.650000000000034,13.050000000000011,-17.849999999999966,80.80000000000001,-10.849999999999966,137.5,356.2,356.2,15.6,57.0,-21.44999999999996,65.19599999883403,-147.535,38684.61909953102,1.4551915228366852e-11,5.201278428571812,519995.5589950218,4473.662153691891,-10.19884852785942,0.6202409399249009,97
24,0.20400000000000001,64.225,-1.632692307692281,8.200000000000001,40.39038461538462,591.1076923076923,133.90384615384616,1221.4057692307692,14.24038461538467,19.940384615384662,14.24038461538467,-16.149999999999977,76.25384615384615,-8.149999999999977,117.98846153846155,296.4269230769231,296.4269230769231,17.73846153846154,62.64423076923077,-20.449999999999957,63.93466651950518,-145.75433333333334,22020.00177332217,9836.137130462823,1.656700539329424,165378.81402256727,2064.9540257336903,-10.428379141344063,0.42454478196473755,97
25,0.6920000000000001,24.5,13.850000000000023,7.800000000000001,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2,14.750000000000057,369.90000000000003,966.9000000000001,673.2,137.0,573.1,8.550000000000011,19.55099998585075,-155.319,37866.45240231282,1.4551915228366852e-11,22.7919201051836,2280818.144733682,25101.319488303678,-9.485701648834977,0.8554175176906578,63
26,0.6920000000000001,24.5,13.850000000000023,7.800000000000002,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2,14.750000000000057,369.90000000000003,966.9000000000002,673.2,137.0,573.1,8.550000000000011,19.55099998585075,-155.32000000000002,37866.45240231283,0.0,232.48834278186388,23342136.31884937,658301.3508722709,-6.851322878231619,1.1589241943666981,63
27,0.6920000000000001,24.5,13.850000000000023,7.800000000000001,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2,14.750000000000057,369.90000000000003,966.9000000000001,673.2,137.0,573.1,8.550000000000011,19.55199998585069,-155.319,37866.452402312825,7.275957614183426e-12,110.19906448045698,11009499.252027128,84621.73933461178,-8.04291587546448,0.3205274106222832,63
28,0.6920000000000001,24.5,13.850000000000023,7.800000000000001,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2,14.750000000000057,369.90000000000003,966.9000000000001,673.2,137.0,573.1,8.550000000000011,19.55199998585069,-155.32000000000002,37866.452402312825,7.275957614183426e-12,234.95880267515565,23518495.510928784,588640.4911119498,-10.846951346534489,0.7826910228633894,63
29,0.6920000000000001,24.5,13.850000000000023,7.800000000000002,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000055,880.2,14.750000000000055,369.9,966.9000000000002,673.2,137.0,573.1,8.550000000000011,19.552999985850576,-155.32000000000002,37866.452402312825,7.275957614183426e-12,201.99215278072668,20226580.995067228,394679.93619024707,-10.644094405318048,0.8239542698597777,63
30,0.6920000000000001,24.5,13.850000000000023,7.8,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000059,880.2,14.750000000000059,369.90000000000003,966.9,673.2,137.0,573.1,8.550000000000011,19.552999985850576,-155.321,37866.45240231283,0.0,87.11536744445425,8697010.434277657,45164.26028149633,-10.384117446514818,0.3229675572356546,63
31,0.6920000000000001,24.5,13.850000000000023,7.800000000000001,11.300000000000002,3156.3000000000006,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2000000000002,14.750000000000057,369.90000000000003,966.9000000000001,673.2,137.0,573.1,8.550000000000011,19.552999985850576,-155.32299999999998,37866.45240231283,0.0,14.875543412005628,1486531.325309026,8606.145637747746,-8.959696766547998,0.5529454880257052,63
34,0.5670000000000001,111.7,24.25000000000006,9.200000000000001,16.2,3610.5,318.0,109.9,23.15000000000003,33.650000000000034,25.850000000000023,23.050000000000015,2126.5,24.25000000000006,1072.1000000000001,2509.7000000000003,348.6,4.0,31.8,17.450000000000045,12.5399999882588,75.66,55091.512924745686,2.1827872842550278e-11,401.4091364647444,40044449.29807002,371333.13191267085,-288.37157544912554,0.20860864957919895,26
35,0.459,14.100000000000001,10.150000000000034,8.3,18.1,1388.5,365.0,343.90000000000003,5.750000000000057,19.950000000000045,14.650000000000034,5.750000000000057,409.5,14.450000000000045,146.70000000000002,409.5,318.8,94.60000000000001,290.40000000000003,1.8500000000000227,-38.61999999248626,176.87,73950.07782644079,0.0,2372.16813282155,237087876.60124764,1458514.989540205,-46.46439332411689,0.43605604897753136,35
36,0.458,14.3,11.850000000000023,8.3,18.1,1267.6000000000001,365.0,346.3,7.4500000000000455,21.750000000000057,16.350000000000023,7.4500000000000455,377.90000000000003,16.150000000000034,136.6,377.90000000000003,286.7,85.5,267.90000000000003,3.650000000000034,-38.609999992481264,176.95999999999998,40992.68183418362,7.275957614183426e-12,552.7511719265162,55204663.0600227,564748.2064081593,-21.770729736392717,0.6077756313809528,35
39,0.621,100.60000000000001,21.950000000000045,14.9,23.900000000000002,674.4000000000001,148.0,188.4,22.150000000000034,33.35000000000002,24.250000000000053,19.350000000000023,1.3,19.650000000000034,154.9,408.20000000000005,106.60000000000001,0.0,0.10000000000000002,9.450000000000045,-15.193999986917373,14.901,12754.561917483452,3.637978807091713e-12,40.53177434247034,4047991.9300889345,40928.06051234538,-61.27135488736368,0.3397786520341772,82
40,0.618,80.30000000000001,23.650000000000034,11.100000000000001,17.900000000000002,690.9000000000001,127.0,258.8,26.550000000000008,32.35000000000002,26.550000000000008,19.950000000000045,40.2,19.950000000000045,145.8,386.7,386.7,11.100000000000001,40.2,14.450000000000045,-24.959999986347484,45.22999999999999,31425.403323182833,1.0913936421275139e-11,19.591403268571575,1955004.8536534985,18599.119139842747,-11.012581415741142,0.2663600639166564,6
42,0.663,109.80000000000001,23.850000000000023,10.4,15.700000000000001,1049.2,264.0,166.5,25.55000000000001,31.150000000000034,25.850000000000023,21.750000000000057,49.5,23.350000000000023,267.8,714.5,575.7,1.8,12.600000000000001,15.450000000000045,19.62099998584496,-104.903,63816.04554912094,7.275957614183426e-12,18.57987496813108,1860478.9985103712,8889.400421487091,-14.138437722958333,0.3218448634293671,17
43,0.6440000000000001,87.4,23.55000000000001,10.0,15.600000000000001,1495.2,313.0,171.0,24.750000000000057,29.950000000000045,25.150000000000034,20.950000000000045,31.3,20.950000000000045,319.3,836.6,650.7,7.300000000000001,31.3,14.350000000000023,-18.65999998595515,-44.0,5473.890399359795,1.8189894035458565e-12,1.2420741100230284,123827.15185341425,1841.3545509432001,-15.056294566776874,0.22737633391985124,84
44,0.6920000000000001,24.5,13.850000000000023,7.800000000000001,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2,14.750000000000057,369.90000000000003,966.9000000000001,673.2,137.0,573.1,8.550000000000011,19.553999985850503,-155.319,37866.45240231283,0.0,835.3613711292062,82888005.9336055,5281885.836335198,-10.001804985465546,1.5022237854493377,63
45,0.8260000000000001,30.4,24.450000000000045,5.9,7.1,3803.9,365.0,24.8,24.150000000000038,28.450000000000045,24.750000000000053,24.150000000000038,1344.7,24.450000000000045,523.8000000000001,1344.7,724.0,185.8,646.3000000000001,21.350000000000023,-3.049999996625154,129.42999999999998,42717.051998443705,0.0,116.32771148978284,11631042.932826247,44120.84989531374,-3.3454433165717035,0.5173837580285452,76
46,0.706,57.5,26.950000000000042,8.5,12.100000000000001,1161.4,290.0,107.5,25.850000000000023,32.85000000000002,28.050000000000015,25.350000000000023,439.80000000000007,27.950000000000042,235.20000000000005,522.8000000000001,179.4,42.5,140.20000000000002,20.750000000000057,6.417999993148448,80.96999999999998,4298.070064356745,9.094947017729282e-13,4.675829320539012,463976.32990824786,24680.715825558604,-17.74196793925457,0.5683223346669726,26
47,0.522,147.3,29.650000000000034,14.0,26.8,258.8,38.0,404.90000000000003,31.35000000000002,41.150000000000034,34.25000000000006,23.650000000000034,0.4,23.650000000000034,94.9,214.4,36.300000000000004,0.1,0.4,14.350000000000023,16.019999986606575,-1.51,807.1107191587467,0.0,0.16024166390450756,16481.180382718212,932.4175839853077,-13.278110314668737,0.4327550545414426,28
48,0.6866896551724139,59.129310344827594,26.98275862068969,9.4,13.66551724137931,1324.643103448276,318.6551724137931,118.4,27.382758620689682,35.31551724137936,28.582758620689674,25.48275862068969,435.5,27.782758620689698,200.45172413793105,514.9344827586207,302.32586206896553,13.098275862068967,69.45862068965518,21.650000000000038,7.281499579505842,-1.1575,19192.14317198611,3075.1614851885442,373.42143333877516,37439197.47249831,297586.29162311176,-9.276209398263118,0.36899208625079694,65
49,0.7240000000000001,54.80000000000001,25.350000000000023,6.5,9.0,1886.3000000000002,365.0,89.2,25.650000000000038,30.650000000000038,26.550000000000008,24.150000000000034,373.3,25.850000000000023,350.5,804.0,392.6,38.6,193.60000000000002,21.650000000000034,5.279999994278295,-2.42,39426.44076312245,0.0,3108.672115565143,312012353.04872435,3003002.623005188,-10.345355994161434,0.6685204160909467,65
50,0.745,56.7,25.05000000000001,7.6000000000000005,10.200000000000001,1884.3000000000002,365.0,72.7,24.350000000000023,31.250000000000057,26.05000000000001,24.150000000000034,711.0,25.350000000000023,293.8,750.4000000000001,344.20000000000005,25.400000000000002,112.30000000000001,21.05000000000001,6.189999993370427,-8.18,25713.98442934786,7.275957614183426e-12,185.1807743416875,18421868.591996055,281111.6199781347,-261.9181440274173,0.201590192147712,65
51,0.45599999999999996,36.300000000000004,22.05000000000001,5.0,10.9,2478.4,365.0,211.8,24.650000000000034,27.450000000000045,24.650000000000034,19.250000000000057,420.70000000000005,20.450000000000045,313.20000000000005,920.5,920.5,108.2,352.1,16.55000000000001,-24.98999998635507,46.96999999999999,26200.41885754191,0.0,6.7556936795039455,675416.6323403906,6697.091379987998,-21.450247064109448,0.30189682369395826,6
52,0.5630000000000001,50.0,20.05000000000001,9.5,16.8,3115.8,365.0,269.1,23.150000000000034,28.150000000000034,23.150000000000034,16.350000000000023,374.3,16.350000000000023,447.1,1300.3000000000002,1300.3000000000002,102.4,374.3,11.350000000000023,-24.479999986232823,46.9,28120.673604203526,3.637978807091713e-12,81.63984328916366,8171413.237071073,28701.91999694521,-10.686960050855447,0.27281043607274247,6
53,0.20026315789473684,61.752631578947366,-1.8236842105262756,8.026315789473685,40.026315789473685,630.5473684210527,129.10526315789474,1208.0473684210526,13.950000000000045,19.5763157894737,13.950000000000045,-16.149999999999977,84.43157894736842,-8.423684210526298,122.54736842105264,309.321052631579,309.321052631579,19.642105263157898,70.06842105263158,-20.44999999999996,63.89499985703159,-145.75533333333334,31483.99315028875,5474.6826478060775,4.222145630290798,419912.4655548233,6819.646202166259,-7.532496133840679,0.9458334365348475,97
54,0.198,58.900000000000006,-2.1499999999999773,7.800000000000001,39.300000000000004,658.2,124.0,1185.3,13.450000000000045,18.950000000000045,13.450000000000045,-16.049999999999955,92.30000000000001,-8.749999999999943,123.4,314.5,314.5,20.900000000000002,76.10000000000001,-20.349999999999966,63.83799999875971,-145.75499999999997,57035.8985168154,7.275957614183426e-12,6.098096078633237,608765.6326533176,3112.886865144502,-6.656398113819684,0.5692688505503769,97
55,0.1971948051948052,58.4974025974026,-2.0499999999999545,7.800000000000001,39.338961038961045,651.7077922077922,124.1948051948052,1186.3961038961038,13.569480519480535,19.069480519480535,13.569480519480535,-15.969480519480502,92.00519480519482,-8.649999999999977,121.49740259740261,310.21688311688314,310.21688311688314,20.680519480519482,75.66363636363637,-20.26948051948049,63.83299992808867,-145.748,18111.725197382948,7039.83032595492,8.412819990343666,839426.516381491,17285.25702501784,-15.919096113551479,0.6218284288090505,97
56,0.557,67.0,25.150000000000034,8.1,14.600000000000001,2256.7000000000003,365.0,190.60000000000002,26.05000000000001,33.25000000000006,27.450000000000045,22.55000000000001,238.0,25.350000000000023,373.6,1069.2,548.5,42.900000000000006,152.1,18.650000000000034,16.897999986332376,-90.98,27617.372901889095,7.275957614183426e-12,23.072805393859547,2315352.4962876225,96057.39999717995,-686.3770111060155,0.20557763432344928,22
57,0.502,36.1,25.950000000000045,2.5,5.0,1614.5,365.0,91.10000000000002,26.55000000000001,28.350000000000026,26.950000000000045,24.650000000000034,218.70000000000005,24.650000000000034,213.5,603.1,504.8,60.400000000000006,218.70000000000005,23.350000000000026,16.269999986522624,-61.57,15060.792002526852,7.275957614183426e-12,24.847676094456425,2485595.5095678046,17337.15391670332,-8.312959560604593,0.43239350443484265,55
58,0.6920000000000001,24.5,13.850000000000023,7.800000000000001,11.3,3156.3,365.0,130.1,12.950000000000045,19.850000000000023,15.450000000000045,12.250000000000057,880.2,14.750000000000057,369.90000000000003,966.9000000000001,673.2,137.0,573.1,8.550000000000011,19.553999985850503,-155.32299999999998,37866.45240231282,1.4551915228366852e-11,545.1587341487008,55640266.78764763,2905979.319056886,-7.774692487054504,1.3151310477691742,63
59,0.512,152.28780487804877,29.55000000000001,14.178048780487806,27.67804878048781,166.8829268292683,21.0,460.58292682926833,32.35000000000002,41.32804878048783,34.35000000000002,22.750000000000057,0.7000000000000001,22.750000000000057,62.712195121951225,141.97073170731707,71.58048780487805,0.10000000000000002,0.7000000000000001,13.650000000000036,16.744999410131776,-1.885,1043.096840620323,553.1856370776703,0.17905141660657053,18006.65067314763,1240.6378086865811,-7.129423314240205,0.6696775642074988,28
62,0.519,148.4,29.750000000000057,14.0,27.0,245.3,35.0,419.90000000000003,31.650000000000034,41.250000000000064,34.35000000000002,23.450000000000045,0.5,23.450000000000045,91.0,204.20000000000002,33.5,0.1,0.5,14.250000000000057,16.219999986539023,-1.69,1456.8258410298436,0.0,0.3978086295113812,41043.80255189304,5219.834693932607,-6.998448309384111,0.7991844879895673,28
63,0.541,140.4,29.350000000000023,14.200000000000001,26.200000000000006,367.7000000000001,54.0,360.90000000000003,30.05000000000001,41.05000000000007,33.85000000000002,24.150000000000034,0.4,24.750000000000057,121.4,295.1,58.800000000000004,0.1,0.4,14.850000000000023,14.98999998700201,-1.54,3704.225572370517,9.094947017729282e-13,0.5447338129484168,54787.867852811294,1435.3697363038975,-19.01477945163884,0.2176541157285254,28
65,0.651,53.2,26.350000000000023,7.7,11.8,1305.6000000000001,348.0,120.2,26.55000000000001,33.650000000000034,27.950000000000045,24.750000000000057,383.90000000000003,26.55000000000001,199.0,505.3,323.40000000000003,16.2,92.0,21.850000000000023,6.703999992873272,-1.3189999999999995,26090.334383375455,3.637978807091713e-12,369.85043439413965,37039275.43930388,392973.9990080689,-6.250691961899861,0.4142659127906734,65
66,0.653,53.2,26.250000000000057,7.6,11.700000000000001,1282.7,348.0,119.1,26.450000000000045,33.55000000000001,27.850000000000023,24.750000000000057,376.20000000000005,26.450000000000045,195.9,497.1,317.3,16.0,90.7,21.850000000000023,6.690999992885715,-1.339,46670.973043415615,7.275957614183426e-12,754.1292509553118,75087283.65559265,695880.0974230961,-5.688259807758165,0.7078658693795272,65
68,0.778,44.0,25.05000000000001,7.6000000000000005,9.8,2023.9,365.0,65.2,25.350000000000023,30.950000000000045,25.950000000000045,24.250000000000053,588.4,25.250000000000053,285.7,727.4000000000002,413.6,42.0,202.9,21.150000000000034,5.299999994258001,-7.300000000000001,20314.31776736878,0.0,178.4025289844212,17961391.42082689,352832.27249914344,-1256.771409550493,0.2033703264354711,65
69,0.466,78.7,24.35000000000002,4.6000000000000005,9.8,1714.1000000000001,365.0,166.70000000000002,25.150000000000034,28.750000000000057,26.05000000000001,21.85000000000002,12.200000000000001,21.85000000000002,287.8,786.7,694.4000000000001,3.0,12.200000000000001,18.950000000000045,-4.789999994780391,11.98,15126.123547856232,5.4569682106375694e-12,19.32854954203198,1933635.7227214295,8407.535078486118,-12.425029883869835,0.20268587654763426,54
70,0.398,79.80000000000001,24.750000000000057,3.5,8.9,1343.3000000000002,365.0,179.0,26.450000000000045,28.650000000000034,26.650000000000034,22.150000000000034,8.4,22.150000000000034,231.4,621.0,554.7,2.2,8.4,19.750000000000057,-4.775999994794902,11.864,6393.562640959613,1.8189894035458565e-12,13.388139182302222,1341425.8487958713,10972.568718063485,-11.34033241309335,0.5658437010284867,54
71,0.741049331963001,29.59136690647482,24.65123329907506,6.497533401849949,8.697533401849949,1849.8918807810896,365.0,57.91356628982529,24.052466598150062,30.250000000000057,25.452466598150096,24.052466598150062,532.4848920863309,25.052466598150062,231.5065775950668,633.4159301130524,418.79445015416246,72.10133607399796,276.0300102774923,21.552466598150062,0.7783332804430991,24.449666666666666,15625.622558281713,228.68967577270126,5.718825556107332,575547.6960749094,25770.248420390628,-165.2346143105397,0.23406552139056508,68
72,0.18841573033707865,70.60898876404494,-3.321910112359497,7.4,39.224719101123604,605.556179775281,121.87640449438203,1212.0674157303372,12.447752808988781,17.647752808988816,12.447752808988781,-17.656741573033685,80.00786516853934,-10.39943820224716,124.41797752808989,319.88764044943827,319.88764044943827,14.682022471910113,58.83595505617977,-21.57696629213479,63.88099897183236,-149.20714285714286,2596.2942674450624,1565.0898378002275,0.15601744633040737,15524.9212050492,507.6251332004818,-17.57598520407175,0.46505035409756906,97
73,0.20096190476190476,60.151428571428575,-2.0661904761904366,7.9799999999999995,39.47142857142857,650.0828571428573,125.47619047619048,1189.6495238095238,13.517619047619064,19.04142857142859,13.517619047619064,-16.149999999999977,89.28952380952383,-8.666190476190446,123.94190476190478,314.39142857142855,314.39142857142855,20.473333333333336,73.92857142857143,-20.42999999999996,63.861999751092775,-145.74266666666665,25653.387984254536,3065.9251836600074,2.366529071484885,236503.7790868814,1496.7687542831131,-20.653142515529865,0.3328346595575034,97
74,0.22699999999999998,12.600000000000001,4.9500000000000455,6.800000000000001,29.700000000000003,1467.0,166.0,787.3,2.3500000000000227,20.350000000000023,15.050000000000011,-4.949999999999989,369.0,11.750000000000057,146.9,425.4,349.20000000000005,101.9,313.40000000000003,-9.349999999999966,48.2999999964304,-53.74,93128.4722612618,0.0,44.51886536973864,4452548.179326052,14817.984047076436,-3.883578806373393,0.7101117257093328,67
75,0.18899999999999997,15.2,2.4500000000000455,5.800000000000001,30.5,1515.8000000000002,129.0,844.8,-4.949999999999989,17.350000000000023,13.150000000000034,-8.449999999999989,385.9,-0.3499999999999659,158.9,436.1,402.6,93.80000000000001,300.0,-13.149999999999977,50.65999999706377,-57.16,75018.21546260026,0.0,89.98799800756645,8998213.91338886,17237.66586368923,-3.2996930520997645,0.4621686120618875,67
